ID,x0,x1,class
971,-2.843198,-1.999808,0
972,8.484529,-1.689894,0
973,14.286581,7.165805,0
974,15.153224,17.705363,1
975,16.475404,17.616447,1
976,16.250783,19.047145,1
977,21.853884,8.016585,0
978,23.917777,17.89341,1
979,-0.354895,-0.58875,0
980,-2.409581,33.923157,1
981,1.274698,-3.384323,0
982,-3.64901,20.789098,1
983,24.054677,-7.364624,0
984,0.767897,6.058189,0
985,15.514838,17.976801,1
986,28.958789,18.219159,1
987,0.314233,6.754884,0
988,6.355639,15.939897,1
989,17.424778,18.407994,1
990,10.620528,22.652515,1
991,13.307445,3.674376,0
992,17.869813,-10.145578,0
993,18.02339,-2.973593,0
994,6.35411,12.015771,0
995,5.402875,1.428403,0
996,19.498122,-10.324288,0
997,1.981936,2.785991,0
998,4.902856,24.073532,1
999,19.836483,-0.300115,0
